Annual mileage mi,,,Regular round trip range mi required by the user.  Ecar range is same /0.6 to allow 80-20% charge state for required range to maximise battery longevity.,,Range design to give range with 80-20% charge cycling to maximise life,Ecar Archetype Index,Ecar design Range mi,,,"Check Ecar suitable 1=Yes, 0=No",Total Ecar + charger up front cost,,Archetype Ecar Efficiency mi/kWh,Archetype Ecar Battery kWh,Regularly utilised Ecar Battery kWh,Regularly utilised % of full battery capacity (should be <=60%),Typical home chargup time hrs for utilised capacity,Typical home charging time at night rate hrs,Typical home charging time at day rate hrs,home charging night rate kWh,home charging day rate kWh,public charging kWh,home charging night rate fraction,home charging day rate fraction,public top up charging fraction,aggregate charging electricity cost p/kWh,aggregate charging electricity cost p/mi,Annual elec cost £,Total elec costs over assessment period £,total mileage over assessed time period,Max car mileage,No of car replacements over assessment period,Total E Car replacement cost £,Total loan interest on initial Ecar and charger and replacement Ecars £,Est Ecar annual servicing cost low £,Est Ecar annual servicing cost med £,Est Ecar annual servicing cost high £,Est annual servicing cost Ecar,Est total servicing cost Ecar,Total Ecar cost  £,Assumed alternative petrol car  up front cost,,Assumed alternative petrol car consumption mpg,Petrol cost p/mi,Annual petrol cost £,Total petrol costs over assessment period £,Total petrol car replacements costs £,Total loan interest on initial and replacement petrol cars £,,Est petrol car annual servicing cost low £,Est petrol car annual servicing cost med £,Est petrol car annual servicing cost high £,Est annual servicing cost petrol car,Est total servicing cost petrol car,Total Petrol car cost  £,Est annual servicing cost saving elec v petrol £,Total maintenance saving over assessment period £,Total 8 year new electric vs new petrol car cost saving with home charger + public top up where necessary £,,,,
" 20,000 ",,,60.0,,100,8,285.831,,,1," £25,124 ",,3.221,90.08,18.63,21%, -   , -   , -   , -   , -   , 18.63 , -   , -   , 1.0 , 51.00 , 15.83 ,"£3,166"," £12,665 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £41,945 "," £20,099 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £36,983 ",£458,"£1,832","-£4,962.0 ",2301.917629,"-£7,263.9 ",,
" 20,000 ",,,60.0,,100,9,312.628,,,1," £26,150 ",,3.196,98.87,18.77,19%, -   , -   , -   , -   , -   , 18.77 , -   , -   , 1.0 , 51.00 , 15.96 ,"£3,192"," £12,766 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £43,073 "," £20,920 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £37,804 ",£458,"£1,832","-£5,268.2 ",2030.983995,"-£7,299.1 ",,
" 20,000 ",,,75.0,,125,2,137.479,,,1," £10,219 ",,3.392,41.13,22.11,54%, -   , -   , -   , -   , -   , 22.11 , -   , -   , 1.0 , 51.00 , 15.03 ,"£3,007"," £12,027 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £26,403 "," £8,176 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £25,060 ",£458,"£1,832","-£1,343.2 ",6024.616122,"-£7,367.8 ",,
" 20,000 ",,,75.0,,125,3,163.110,,,1," £10,221 ",,3.602,45.42,20.82,46%, -   , -   , -   , -   , -   , 20.82 , -   , -   , 1.0 , 51.00 , 14.16 ,"£2,831"," £11,326 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £25,702 "," £8,177 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £25,061 ",£458,"£1,832",-£641.8 ,6203.293883,"-£6,845.1 ",,
" 20,000 ",,,75.0,,125,4,188.871,,,1," £13,619 ",,3.388,57.85,22.14,38%, -   , -   , -   , -   , -   , 22.14 , -   , -   , 1.0 , 51.00 , 15.05 ,"£3,011"," £12,044 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £29,819 "," £10,895 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £27,779 ",£458,"£1,832","-£2,039.7 ",5208.43311,"-£7,248.1 ",,
" 20,000 ",,,75.0,,125,5,213.698,,,1," £15,092 ",,3.313,65.24,22.64,35%, -   , -   , -   , -   , -   , 22.64 , -   , -   , 1.0 , 51.00 , 15.40 ,"£3,079"," £12,316 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £31,564 "," £12,073 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £28,957 ",£458,"£1,832","-£2,606.7 ",4787.124098,"-£7,393.8 ",,
" 20,000 ",,,75.0,,125,6,239.128,,,1," £17,581 ",,3.327,72.38,22.54,31%, -   , -   , -   , -   , -   , 22.54 , -   , -   , 1.0 , 51.00 , 15.33 ,"£3,066"," £12,264 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £34,001 "," £14,065 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £30,949 ",£458,"£1,832","-£3,051.8 ",4206.035944,"-£7,257.8 ",,
" 20,000 ",,,75.0,,125,7,262.616,,,1," £21,881 ",,3.235,81.64,23.18,28%, -   , -   , -   , -   , -   , 23.18 , -   , -   , 1.0 , 51.00 , 15.76 ,"£3,153"," £12,612 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £38,649 "," £17,505 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £34,389 ",£458,"£1,832","-£4,259.9 ",3090.169069,"-£7,350.1 ",,
" 20,000 ",,,75.0,,125,8,285.831,,,1," £25,124 ",,3.221,90.08,23.28,26%, -   , -   , -   , -   , -   , 23.28 , -   , -   , 1.0 , 51.00 , 15.83 ,"£3,166"," £12,665 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £41,945 "," £20,099 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £36,983 ",£458,"£1,832","-£4,962.0 ",2301.917629,"-£7,263.9 ",,
" 20,000 ",,,75.0,,125,9,312.628,,,1," £26,150 ",,3.196,98.87,23.47,24%, -   , -   , -   , -   , -   , 23.47 , -   , -   , 1.0 , 51.00 , 15.96 ,"£3,192"," £12,766 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £43,073 "," £20,920 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £37,804 ",£458,"£1,832","-£5,268.2 ",2030.983995,"-£7,299.1 ",,
" 20,000 ",,,90.0,,150,3,163.110,,,1," £10,221 ",,3.602,45.42,24.98,55%, -   , -   , -   , -   , -   , 24.98 , -   , -   , 1.0 , 51.00 , 14.16 ,"£2,831"," £11,326 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £25,702 "," £8,177 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £25,061 ",£458,"£1,832",-£641.8 ,6203.293883,"-£6,845.1 ",,
" 20,000 ",,,90.0,,150,4,188.871,,,1," £13,619 ",,3.388,57.85,26.57,46%, -   , -   , -   , -   , -   , 26.57 , -   , -   , 1.0 , 51.00 , 15.05 ,"£3,011"," £12,044 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £29,819 "," £10,895 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £27,779 ",£458,"£1,832","-£2,039.7 ",5208.43311,"-£7,248.1 ",,
" 20,000 ",,,90.0,,150,5,213.698,,,1," £15,092 ",,3.313,65.24,27.17,42%, -   , -   , -   , -   , -   , 27.17 , -   , -   , 1.0 , 51.00 , 15.40 ,"£3,079"," £12,316 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £31,564 "," £12,073 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £28,957 ",£458,"£1,832","-£2,606.7 ",4787.124098,"-£7,393.8 ",,
" 20,000 ",,,90.0,,150,6,239.128,,,1," £17,581 ",,3.327,72.38,27.05,37%, -   , -   , -   , -   , -   , 27.05 , -   , -   , 1.0 , 51.00 , 15.33 ,"£3,066"," £12,264 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £34,001 "," £14,065 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £30,949 ",£458,"£1,832","-£3,051.8 ",4206.035944,"-£7,257.8 ",,
" 20,000 ",,,90.0,,150,7,262.616,,,1," £21,881 ",,3.235,81.64,27.82,34%, -   , -   , -   , -   , -   , 27.82 , -   , -   , 1.0 , 51.00 , 15.76 ,"£3,153"," £12,612 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £38,649 "," £17,505 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £34,389 ",£458,"£1,832","-£4,259.9 ",3090.169069,"-£7,350.1 ",,
" 20,000 ",,,90.0,,150,8,285.831,,,1," £25,124 ",,3.221,90.08,27.94,31%, -   , -   , -   , -   , -   , 27.94 , -   , -   , 1.0 , 51.00 , 15.83 ,"£3,166"," £12,665 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £41,945 "," £20,099 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £36,983 ",£458,"£1,832","-£4,962.0 ",2301.917629,"-£7,263.9 ",,
" 20,000 ",,,90.0,,150,9,312.628,,,1," £26,150 ",,3.196,98.87,28.16,28%, -   , -   , -   , -   , -   , 28.16 , -   , -   , 1.0 , 51.00 , 15.96 ,"£3,192"," £12,766 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £43,073 "," £20,920 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £37,804 ",£458,"£1,832","-£5,268.2 ",2030.983995,"-£7,299.1 ",,
" 20,000 ",,,105.0,,175,4,188.871,,,1," £13,619 ",,3.388,57.85,31.00,54%, -   , -   , -   , -   , -   , 31.00 , -   , -   , 1.0 , 51.00 , 15.05 ,"£3,011"," £12,044 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £29,819 "," £10,895 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £27,779 ",£458,"£1,832","-£2,039.7 ",5208.43311,"-£7,248.1 ",,
" 20,000 ",,,105.0,,175,5,213.698,,,1," £15,092 ",,3.313,65.24,31.70,49%, -   , -   , -   , -   , -   , 31.70 , -   , -   , 1.0 , 51.00 , 15.40 ,"£3,079"," £12,316 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £31,564 "," £12,073 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £28,957 ",£458,"£1,832","-£2,606.7 ",4787.124098,"-£7,393.8 ",,
" 20,000 ",,,105.0,,175,6,239.128,,,1," £17,581 ",,3.327,72.38,31.56,44%, -   , -   , -   , -   , -   , 31.56 , -   , -   , 1.0 , 51.00 , 15.33 ,"£3,066"," £12,264 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £34,001 "," £14,065 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £30,949 ",£458,"£1,832","-£3,051.8 ",4206.035944,"-£7,257.8 ",,
" 20,000 ",,,105.0,,175,7,262.616,,,1," £21,881 ",,3.235,81.64,32.46,40%, -   , -   , -   , -   , -   , 32.46 , -   , -   , 1.0 , 51.00 , 15.76 ,"£3,153"," £12,612 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £38,649 "," £17,505 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £34,389 ",£458,"£1,832","-£4,259.9 ",3090.169069,"-£7,350.1 ",,
" 20,000 ",,,105.0,,175,8,285.831,,,1," £25,124 ",,3.221,90.08,32.59,36%, -   , -   , -   , -   , -   , 32.59 , -   , -   , 1.0 , 51.00 , 15.83 ,"£3,166"," £12,665 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £41,945 "," £20,099 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £36,983 ",£458,"£1,832","-£4,962.0 ",2301.917629,"-£7,263.9 ",,
" 20,000 ",,,105.0,,175,9,312.628,,,1," £26,150 ",,3.196,98.87,32.85,33%, -   , -   , -   , -   , -   , 32.85 , -   , -   , 1.0 , 51.00 , 15.96 ,"£3,192"," £12,766 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £43,073 "," £20,920 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £37,804 ",£458,"£1,832","-£5,268.2 ",2030.983995,"-£7,299.1 ",,
" 20,000 ",,,120.0,,200,5,213.698,,,1," £15,092 ",,3.313,65.24,36.22,56%, -   , -   , -   , -   , -   , 36.22 , -   , -   , 1.0 , 51.00 , 15.40 ,"£3,079"," £12,316 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £31,564 "," £12,073 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £28,957 ",£458,"£1,832","-£2,606.7 ",4787.124098,"-£7,393.8 ",,
" 20,000 ",,,120.0,,200,6,239.128,,,1," £17,581 ",,3.327,72.38,36.07,50%, -   , -   , -   , -   , -   , 36.07 , -   , -   , 1.0 , 51.00 , 15.33 ,"£3,066"," £12,264 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £34,001 "," £14,065 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £30,949 ",£458,"£1,832","-£3,051.8 ",4206.035944,"-£7,257.8 ",,
" 20,000 ",,,120.0,,200,7,262.616,,,1," £21,881 ",,3.235,81.64,37.09,45%, -   , -   , -   , -   , -   , 37.09 , -   , -   , 1.0 , 51.00 , 15.76 ,"£3,153"," £12,612 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £38,649 "," £17,505 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £34,389 ",£458,"£1,832","-£4,259.9 ",3090.169069,"-£7,350.1 ",,
" 20,000 ",,,120.0,,200,8,285.831,,,1," £25,124 ",,3.221,90.08,37.25,41%, -   , -   , -   , -   , -   , 37.25 , -   , -   , 1.0 , 51.00 , 15.83 ,"£3,166"," £12,665 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £41,945 "," £20,099 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £36,983 ",£458,"£1,832","-£4,962.0 ",2301.917629,"-£7,263.9 ",,
" 20,000 ",,,120.0,,200,9,312.628,,,1," £26,150 ",,3.196,98.87,37.55,38%, -   , -   , -   , -   , -   , 37.55 , -   , -   , 1.0 , 51.00 , 15.96 ,"£3,192"," £12,766 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £43,073 "," £20,920 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £37,804 ",£458,"£1,832","-£5,268.2 ",2030.983995,"-£7,299.1 ",,
" 20,000 ",,,135.0,,225,6,239.128,,,1," £17,581 ",,3.327,72.38,40.58,56%, -   , -   , -   , -   , -   , 40.58 , -   , -   , 1.0 , 51.00 , 15.33 ,"£3,066"," £12,264 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £34,001 "," £14,065 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £30,949 ",£458,"£1,832","-£3,051.8 ",4206.035944,"-£7,257.8 ",,
" 20,000 ",,,135.0,,225,7,262.616,,,1," £21,881 ",,3.235,81.64,41.73,51%, -   , -   , -   , -   , -   , 41.73 , -   , -   , 1.0 , 51.00 , 15.76 ,"£3,153"," £12,612 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £38,649 "," £17,505 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £34,389 ",£458,"£1,832","-£4,259.9 ",3090.169069,"-£7,350.1 ",,
" 20,000 ",,,135.0,,225,8,285.831,,,1," £25,124 ",,3.221,90.08,41.91,47%, -   , -   , -   , -   , -   , 41.91 , -   , -   , 1.0 , 51.00 , 15.83 ,"£3,166"," £12,665 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £41,945 "," £20,099 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £36,983 ",£458,"£1,832","-£4,962.0 ",2301.917629,"-£7,263.9 ",,
" 20,000 ",,,135.0,,225,9,312.628,,,1," £26,150 ",,3.196,98.87,42.24,43%, -   , -   , -   , -   , -   , 42.24 , -   , -   , 1.0 , 51.00 , 15.96 ,"£3,192"," £12,766 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £43,073 "," £20,920 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £37,804 ",£458,"£1,832","-£5,268.2 ",2030.983995,"-£7,299.1 ",,
" 20,000 ",,,150.0,,250,7,262.616,,,1," £21,881 ",,3.235,81.64,46.37,57%, -   , -   , -   , -   , -   , 46.37 , -   , -   , 1.0 , 51.00 , 15.76 ,"£3,153"," £12,612 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £38,649 "," £17,505 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £34,389 ",£458,"£1,832","-£4,259.9 ",3090.169069,"-£7,350.1 ",,
" 20,000 ",,,150.0,,250,8,285.831,,,1," £25,124 ",,3.221,90.08,46.56,52%, -   , -   , -   , -   , -   , 46.56 , -   , -   , 1.0 , 51.00 , 15.83 ,"£3,166"," £12,665 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £41,945 "," £20,099 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £36,983 ",£458,"£1,832","-£4,962.0 ",2301.917629,"-£7,263.9 ",,
" 20,000 ",,,150.0,,250,9,312.628,,,1," £26,150 ",,3.196,98.87,46.93,47%, -   , -   , -   , -   , -   , 46.93 , -   , -   , 1.0 , 51.00 , 15.96 ,"£3,192"," £12,766 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £43,073 "," £20,920 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £37,804 ",£458,"£1,832","-£5,268.2 ",2030.983995,"-£7,299.1 ",,
" 20,000 ",,,165.0,,275,8,285.831,,,1," £25,124 ",,3.221,90.08,51.22,57%, -   , -   , -   , -   , -   , 51.22 , -   , -   , 1.0 , 51.00 , 15.83 ,"£3,166"," £12,665 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £41,945 "," £20,099 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £36,983 ",£458,"£1,832","-£4,962.0 ",2105.527386,"-£7,067.5 ",,
" 20,000 ",,,165.0,,275,9,312.628,,,1," £26,150 ",,3.196,98.87,51.63,52%, -   , -   , -   , -   , -   , 51.63 , -   , -   , 1.0 , 51.00 , 15.96 ,"£3,192"," £12,766 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £43,073 "," £20,920 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £37,804 ",£458,"£1,832","-£5,268.2 ",1798.494253,"-£7,066.7 ",,
" 20,000 ",,,180.0,,300,9,312.628,,,1," £26,150 ",,3.196,98.87,56.32,57%, -   , -   , -   , -   , -   , 56.32 , -   , -   , 1.0 , 51.00 , 15.96 ,"£3,192"," £12,766 "," 80,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £43,073 "," £20,920 ",,50.000, 13.62 ,"£2,724"," £10,896 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £37,804 ",£458,"£1,832","-£5,268.2 ",1437.181121,"-£6,705.3 ",,
" 22,500 ",,,61.6,,102.6666667,1,113.857,,,1," £12,901 ",,2.782,42.25,22.14,52%, -   , -   , -   , -   , -   , 22.14 , -   , -   , 1.0 , 51.00 , 18.33 ,"£4,124"," £16,498 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £33,554 "," £10,321 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £28,567 ",£458,"£1,832","-£4,987.8 ",5605.803702,"-£10,593.6 ",,
" 22,500 ",,,61.6,,102.6666667,2,137.479,,,1," £10,219 ",,3.392,41.13,18.16,44%, -   , -   , -   , -   , -   , 18.16 , -   , -   , 1.0 , 51.00 , 15.03 ,"£3,383"," £13,531 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £27,906 "," £8,176 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £26,422 ",£458,"£1,832","-£1,484.6 ",7003.097635,"-£8,487.7 ",,
" 22,500 ",,,61.6,,102.6666667,3,163.110,,,1," £10,221 ",,3.602,45.42,17.10,38%, -   , -   , -   , -   , -   , 17.10 , -   , -   , 1.0 , 51.00 , 14.16 ,"£3,185"," £12,741 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £27,118 "," £8,177 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £26,423 ",£458,"£1,832",-£695.5 ,7204.149239,"-£7,899.7 ",,
" 22,500 ",,,61.6,,102.6666667,4,188.871,,,1," £13,619 ",,3.388,57.85,18.18,31%, -   , -   , -   , -   , -   , 18.18 , -   , -   , 1.0 , 51.00 , 15.05 ,"£3,387"," £13,549 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £31,324 "," £10,895 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £29,141 ",£458,"£1,832","-£2,183.1 ",6186.386607,"-£8,369.5 ",,
" 22,500 ",,,61.6,,102.6666667,5,213.698,,,1," £15,092 ",,3.313,65.24,18.60,29%, -   , -   , -   , -   , -   , 18.60 , -   , -   , 1.0 , 51.00 , 15.40 ,"£3,464"," £13,856 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £33,104 "," £12,073 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £30,319 ",£458,"£1,832","-£2,784.2 ",5756.389586,"-£8,540.6 ",,
" 22,500 ",,,61.6,,102.6666667,6,239.128,,,1," £17,581 ",,3.327,72.38,18.52,26%, -   , -   , -   , -   , -   , 18.52 , -   , -   , 1.0 , 51.00 , 15.33 ,"£3,449"," £13,797 "," 90,000 "," 100,000 ", -   , £-  , £-  ," £1,022 "," £1,039 "," £1,139 ","£1,039","£4,156"," £35,533 "," £14,065 ",,50.000, 13.62 ,"£3,065"," £12,258 ", £-  , £-  ,," £1,012 "," £1,497 "," £1,668 ","£1,497","£5,988"," £32,311 ",£458,"£1,832","-£3,222.8 ",5176.98231,"-£8,399.7 ",,
